POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
58,701.4,1488.65,1993.52,176.54,112.36,-95.51,-1310.56,-11483.38,677.48,7532.91,-1990.71,53.56,0.0,-206.59,-1937.15,-2143.74
61,663.02,1498.91,1984.26,181.6,107.06,-94.61,-1313.83,-11395.72,700.77,7536.82,-2074.73,54.08,0.0,-131.72,-2020.65,-2152.37
64,653.44,1536.07,1993.45,187.12,109.61,-89.18,-1309.8,-11298.36,701.39,7423.41,-2106.57,55.25,0.0,-92.87,-2051.32,-2144.19
67,651.36,1486.18,2008.87,186.02,95.17,-97.56,-1303.11,-11363.43,684.65,7425.33,-2071.26,54.93,0.0,-226.52,-2016.34,-2242.86
70,679.64,1474.98,1985.48,175.86,92.46,-83.27,-1300.85,-11444.98,690.57,7496.97,-2025.15,54.97,0.0,-233.15,-1970.19,-2203.34
73,625.52,1500.38,1968.82,182.27,93.05,-103.71,-1295.57,-11481.14,698.03,7479.36,-1971.82,54.12,0.0,-332.98,-1917.7,-2250.67
76,684.68,1489.47,1988.41,180.14,101.73,-97.76,-1305.87,-11371.78,681.26,7478.87,-2074.84,55.2,0.0,-170.84,-2019.64,-2190.48
79,649.16,1482.87,2006.44,182.02,93.62,-101.84,-1300.86,-11395.11,697.58,7508.51,-2093.89,54.23,0.0,-177.6,-2039.67,-2217.27
82,705.76,1489.91,2016.25,194.5,97.4,-106.28,-1284.19,-11406.57,682.46,7507.48,-2073.62,55.08,0.0,-103.27,-2018.53,-2121.8
85,685.38,1438.9,1984.27,179.14,119.16,-93.99,-1297.63,-11317.35,688.98,7503.94,-2127.81,54.44,0.0,-109.21,-2073.37,-2182.58
88,656.44,1479.91,1948.14,176.11,97.16,-87.76,-1286.35,-11225.54,680.88,7425.67,-2165.61,54.3,0.0,-135.36,-2111.31,-2246.68
91,636.19,1460.23,1982.99,177.17,95.79,-106.3,-1327.15,-11447.95,675.42,7561.29,-2050.68,52.9,0.0,-292.31,-1997.79,-2290.1
94,673.98,1492.02,1969.69,187.89,109.73,-98.77,-1275.21,-11348.33,674.2,7432.92,-2115.36,54.92,0.0,-181.88,-2060.44,-2242.32
97,676.39,1509.46,1984.74,183.96,110.86,-106.0,-1302.53,-11323.01,674.62,7421.13,-2099.58,53.71,0.0,-170.4,-2045.87,-2216.27
100,660.87,1507.72,1990.12,182.04,101.31,-111.93,-1277.3,-11450.59,689.79,7479.02,-2061.58,53.87,0.0,-228.94,-2007.71,-2236.65
103,657.81,1490.36,1969.56,180.23,98.49,-96.96,-1278.54,-11418.78,697.75,7485.54,-2030.83,54.29,0.0,-214.56,-1976.54,-2191.1
106,649.73,1463.25,1999.11,182.71,104.97,-83.85,-1302.91,-11448.4,691.68,7525.75,-2007.67,52.72,0.0,-217.95,-1954.94,-2172.89
109,665.34,1493.55,1960.91,184.58,101.71,-90.88,-1297.63,-11461.11,697.84,7522.9,-2006.71,53.96,0.0,-222.8,-1952.75,-2175.55
